Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Shipping_Delay,Shipping_Pressure_Index,Order_Complexity_Score,Profit_Margin,Express_Shipping
TRANSFER,5,4,38.22,127.39,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Mejicanos,El Salvador,2.6,0.02,129.99,0.3,1,129.99,127.39,38.22,Central America,San Salvador,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,1,0.25,129.99,0.2940226171243941,0
PAYMENT,4,4,11.48,32.79,Shipping on time,0,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Caucaia,Brasil,7.2,0.18,39.99,0.35,1,39.99,32.79,11.48,South America,Ceará,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,0,0.25,39.99,0.2870717679419854,0
DEBIT,5,2,47.56,163.99,Late delivery,1,Water Sports,Caguas,Puerto Rico,Home Office,PR,Fan Shop,Africa,Yaounde,Camerún,36.0,0.18,199.99,0.29,1,199.99,163.99,47.56,Central Africa,Centro,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class,3,0.5,199.99,0.2378118905945297,0
CASH,0,0,62.79,136.5,Shipping on time,0,Women's Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,Pacific Asia,Cairns,Australia,13.5,0.09,50.0,0.46,3,150.0,136.5,62.79,Oceania,Queensland,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Same Day,0,inf,450.0,0.4185999999999999,1
DEBIT,2,1,112.49,299.99,Late delivery,1,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Europe,Gómel,Bielorrusia,100.0,0.25,399.98,0.38,1,399.98,299.99,112.49,Eastern Europe,Gómel,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,1,1.0,399.98,0.2812390619530976,1
DEBIT,2,2,37.78,134.95,Shipping on time,0,Indoor/Outdoor Games,Sunnyvale,EE. UU.,Home Office,CA,Fan Shop,USCA,Roseville,Estados Unidos,14.99,0.1,49.98,0.28,3,149.94,134.95,37.78,US Center ,Michigan,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Second Class,0,1.5,449.82,0.2519674536481259,0
DEBIT,5,4,31.31,104.37,Late delivery,1,Golf Gloves,Goleta,EE. UU.,Consumer,CA,Outdoors,Europe,Upsala,Suecia,15.6,0.13,39.99,0.3,3,119.97,104.37,31.31,Northern Europe,Upsala,ON_HOLD,Clicgear Rovic Cooler Bag,39.99,Standard Class,1,0.75,359.91,0.2609819121447028,0
DEBIT,4,2,111.43,227.41,Late delivery,1,Indoor/Outdoor Games,Honolulu,EE. UU.,Corporate,HI,Fan Shop,Europe,Rome,Italia,22.49,0.09,49.98,0.49,5,249.9,227.41,111.43,Southern Europe,Lacio,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Second Class,2,2.5,1249.5,0.4458983593437375,0
PAYMENT,6,2,52.92,156.57,Late delivery,1,Cleats,Troy,EE. UU.,Home Office,MI,Apparel,Europe,Frankfurt,Alemania,23.4,0.13,59.99,0.34,3,179.97,156.57,52.92,Western Europe,Hesse,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Second Class,4,1.5,539.91,0.294049008168028,0
PAYMENT,6,2,-77.35,331.98,Late delivery,1,Fishing,Elgin,EE. UU.,Consumer,IL,Fan Shop,LATAM,Managua,Nicaragua,68.0,0.17,399.98,-0.23,1,399.98,331.98,-77.35,Central America,Managua,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,4,0.5,399.98,-0.1933846692334616,0
DEBIT,2,1,107.8,296.98,Late delivery,1,Camping & Hiking,Philadelphia,EE. UU.,Consumer,PA,Fan Shop,LATAM,La Plata,Argentina,3.0,0.01,299.98,0.36,1,299.98,296.98,107.8,South America,Buenos Aires (provincia),ON_HOLD,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,1,1.0,299.98,0.3593572904860324,1
CASH,2,1,24.1,49.19,Late delivery,1,Cleats,Pawtucket,EE. UU.,Consumer,RI,Apparel,Pacific Asia,Mildura,Australia,10.8,0.18,59.99,0.49,1,59.99,49.19,24.1,Oceania,Victoria,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,1.0,59.99,0.4017336222703784,1
DEBIT,0,0,8.87,118.29,Shipping on time,0,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Juárez,México,11.7,0.09,129.99,0.08,1,129.99,118.29,8.87,Central America,Chihuahua,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day,0,inf,129.99,0.0682360181552427,1
DEBIT,5,4,6.15,82.0,Late delivery,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,USCA,New York City,Estados Unidos,18.0,0.18,50.0,0.08,2,100.0,82.0,6.15,East of USA,Nueva York,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,1,0.5,200.0,0.0615,0
DEBIT,3,4,-4.13,142.5,Advance shipping,0,Women's Apparel,West Chester,EE. UU.,Corporate,PA,Golf,Pacific Asia,Elazig,Turquía,7.5,0.05,50.0,-0.03,3,150.0,142.5,-4.13,West Asia,Elazig,ON_HOLD,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-1,0.75,450.0,-0.0275333333333333,0
DEBIT,2,1,24.35,59.39,Late delivery,1,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,USCA,Philadelphia,Estados Unidos,0.6,0.01,59.99,0.41,1,59.99,59.39,24.35,East of USA,Pensilvania,ON_HOLD,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,1.0,59.99,0.4059009834972495,1
DEBIT,5,4,37.6,79.99,Late delivery,1,Cardio Equipment,Bakersfield,EE. UU.,Home Office,CA,Footwear,Pacific Asia,Jinjiang,China,20.0,0.2,99.99,0.47,1,99.99,79.99,37.6,Eastern Asia,Fujian,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,1,0.25,99.99,0.3760376037603761,0
TRANSFER,2,4,-494.98,299.99,Advance shipping,0,Fishing,Canton,EE. UU.,Corporate,MI,Fan Shop,Europe,Avignon,Francia,100.0,0.25,399.98,-1.65,1,399.98,299.99,-494.98,Western Europe,Provenza-Alpes-Costa Azul,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,-2,0.25,399.98,-1.2375118755937795,0
TRANSFER,2,1,52.0,200.0,Late delivery,1,Women's Apparel,Olathe,EE. UU.,Home Office,KS,Golf,USCA,Charlotte,Estados Unidos,50.0,0.2,50.0,0.26,5,250.0,200.0,52.0,South of  USA ,Carolina del Norte,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,1,5.0,1250.0,0.208,1
PAYMENT,2,4,20.59,79.17,Advance shipping,0,Hunting & Shooting,Plymouth,EE. UU.,Consumer,MA,Fan Shop,LATAM,Villa Nueva,Guatemala,10.8,0.12,29.99,0.26,3,89.97,79.17,20.59,Central America,Guatemala,PENDING_PAYMENT,ENO Atlas Hammock Straps,29.99,Standard Class,-2,0.75,269.91,0.2288540624652662,0
TRANSFER,2,4,75.74,287.98,Shipping canceled,0,Camping & Hiking,Toa Baja,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Mejicanos,El Salvador,12.0,0.04,299.98,0.26,1,299.98,287.98,75.74,Central America,San Salvador,CANCELED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,-2,0.25,299.98,0.2524834988999266,0
PAYMENT,5,4,44.11,113.09,Late delivery,1,Men's Footwear,Chicago,EE. UU.,Consumer,IL,Apparel,Pacific Asia,Gold Coast,Australia,16.9,0.13,129.99,0.39,1,129.99,113.09,44.11,Oceania,Queensland,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,1,0.25,129.99,0.3393337949073005,0
TRANSFER,3,2,70.97,272.95,Late delivery,1,Cleats,Frankfort,EE. UU.,Consumer,KY,Apparel,Pacific Asia,Daca,Bangladés,27.0,0.09,59.99,0.26,5,299.95,272.95,70.97,South Asia,Daca,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Second Class,1,2.5,1499.75,0.2366061010168361,0
TRANSFER,5,2,59.06,236.25,Late delivery,1,Women's Apparel,Long Beach,EE. UU.,Consumer,CA,Golf,LATAM,Contramaestre,Cuba,13.75,0.06,50.0,0.25,5,250.0,236.25,59.06,Caribbean,Santiago de Cuba,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,3,2.5,1250.0,0.23624,0
TRANSFER,0,0,31.67,95.98,Shipping on time,0,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Santo Domingo,República Dominicana,24.0,0.2,59.99,0.33,2,119.98,95.98,31.67,Caribbean,Santo Domingo,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Same Day,0,inf,239.96,0.2639606601100183,1
PAYMENT,0,0,67.66,143.96,Shipping on time,0,Shop By Sport,Stone Mountain,EE. UU.,Consumer,GA,Golf,LATAM,Estelí,Nicaragua,16.0,0.1,39.99,0.47,4,159.96,143.96,67.66,Central America,Estelí,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Same Day,0,inf,639.84,0.4229807451862965,1
TRANSFER,2,1,24.75,197.99,Shipping canceled,0,Water Sports,Lancaster,EE. UU.,Consumer,PA,Fan Shop,USCA,Roseville,Estados Unidos,2.0,0.01,199.99,0.13,1,199.99,197.99,24.75,West of USA ,California,SUSPECTED_FRAUD,Pelican Sunstream 100 Kayak,199.99,First Class,1,1.0,199.99,0.1237561878093904,1
CASH,5,2,24.57,272.98,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,León,México,27.0,0.09,299.98,0.09,1,299.98,272.98,24.57,Central America,Guanajuato,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,3,0.5,299.98,0.0819054603640242,0
DEBIT,6,2,-111.79,129.99,Late delivery,1,Men's Footwear,Danbury,EE. UU.,Corporate,CT,Apparel,Africa,Potchefstroom,SudAfrica,0.0,0.0,129.99,-0.86,1,129.99,129.99,-111.79,Southern Africa,Noroeste,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,4,0.5,129.99,-0.8599892299407647,0
TRANSFER,1,0,18.04,38.39,Late delivery,1,Shop By Sport,Spring Valley,EE. UU.,Corporate,CA,Golf,LATAM,Guadalajara,México,1.6,0.04,39.99,0.47,1,39.99,38.39,18.04,Central America,Jalisco,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Same Day,1,inf,39.99,0.4511127781945486,1
DEBIT,6,4,-264.38,112.5,Late delivery,1,Women's Apparel,Lancaster,EE. UU.,Consumer,CA,Golf,Europe,Saint-Nazaire,Francia,37.5,0.25,50.0,-2.35,3,150.0,112.5,-264.38,Western Europe,Países del Loira,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2,0.75,450.0,-1.7625333333333333,0
CASH,5,4,-133.91,278.97,Late delivery,1,Cardio Equipment,Greeley,EE. UU.,Consumer,CO,Footwear,LATAM,Mejicanos,El Salvador,21.0,0.07,99.99,-0.48,3,299.97,278.97,-133.91,Central America,San Salvador,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,1,0.75,899.9100000000001,-0.4464113077974463,0
DEBIT,4,2,79.2,179.99,Late delivery,1,Water Sports,Doylestown,EE. UU.,Corporate,PA,Fan Shop,Europe,Copenhagen,Dinamarca,20.0,0.1,199.99,0.44,1,199.99,179.99,79.2,Northern Europe,Región Capital,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class,2,0.5,199.99,0.3960198009900495,0
PAYMENT,2,1,-580.77,351.98,Late delivery,1,Fishing,Chillicothe,EE. UU.,Corporate,OH,Fan Shop,Africa,Sale,Marruecos,48.0,0.12,399.98,-1.65,1,399.98,351.98,-580.77,North Africa,Rabat-Salé-Zemur-Zaer,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,1,1.0,399.98,-1.451997599879994,1
TRANSFER,5,2,16.36,185.93,Late delivery,1,Indoor/Outdoor Games,Strongsville,EE. UU.,Corporate,OH,Fan Shop,LATAM,San Pedro Sula,Honduras,13.99,0.07,49.98,0.09,4,199.92,185.93,16.36,Central America,Cortés,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Second Class,3,2.0,799.68,0.0818327330932373,0
DEBIT,4,4,12.09,191.95,Shipping on time,0,Shop By Sport,Fort Washington,EE. UU.,Consumer,MD,Golf,Pacific Asia,Estambul,Turquía,8.0,0.04,39.99,0.06,5,199.95,191.95,12.09,West Asia,Estambul,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,0,1.25,999.75,0.0604651162790697,0
PAYMENT,2,4,83.16,188.99,Advance shipping,0,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Pacific Asia,Perth,Australia,11.0,0.06,199.99,0.44,1,199.99,188.99,83.16,Oceania,Australia Occidental,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class,-2,0.25,199.99,0.4158207910395519,0
TRANSFER,5,2,11.75,103.99,Late delivery,1,Men's Footwear,Aurora,EE. UU.,Home Office,CO,Apparel,Europe,Estocolmo,Suecia,26.0,0.2,129.99,0.11,1,129.99,103.99,11.75,Northern Europe,Estocolmo,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,3,0.5,129.99,0.0903915685821986,0
PAYMENT,6,4,23.27,49.5,Late delivery,1,Women's Apparel,Burnsville,EE. UU.,Corporate,MN,Golf,Europe,Leoben,Austria,0.5,0.01,50.0,0.47,1,50.0,49.5,23.27,Western Europe,Stiria,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2,0.25,50.0,0.4654,0
DEBIT,2,4,13.52,103.99,Advance shipping,0,Men's Footwear,Tempe,EE. UU.,Corporate,AZ,Apparel,Pacific Asia,Zhuhai,China,26.0,0.2,129.99,0.13,1,129.99,103.99,13.52,Eastern Asia,Guangdong,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-2,0.25,129.99,0.1040080006154319,0
TRANSFER,3,4,108.92,347.98,Advance shipping,0,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,USCA,Milwaukee,Estados Unidos,52.0,0.13,399.98,0.31,1,399.98,347.98,108.92,US Center ,Wisconsin,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,-1,0.25,399.98,0.272313615680784,0
TRANSFER,4,4,36.03,106.59,Shipping on time,0,Men's Footwear,Kent,EE. UU.,Consumer,WA,Apparel,Europe,Guimarães,Portugal,23.4,0.18,129.99,0.34,1,129.99,106.59,36.03,Southern Europe,Braga,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0,0.25,129.99,0.2771751673205631,0
PAYMENT,2,1,9.83,122.84,Late delivery,1,Men's Footwear,Lake Forest,EE. UU.,Home Office,CA,Apparel,Pacific Asia,Bandung,Indonesia,7.15,0.06,129.99,0.08,1,129.99,122.84,9.83,Southeast Asia,Java Occidental,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1,1.0,129.99,0.0756212016308946,1
PAYMENT,4,4,-42.97,224.96,Shipping on time,0,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Manzanillo,Cuba,74.99,0.25,59.99,-0.19,5,299.95,224.96,-42.97,Caribbean,Granma,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0,1.25,1499.75,-0.1432572095349225,0
CASH,3,4,79.68,165.99,Advance shipping,0,Water Sports,Ewa Beach,EE. UU.,Home Office,HI,Fan Shop,Africa,Nairobi,Kenia,34.0,0.17,199.99,0.48,1,199.99,165.99,79.68,East Africa,Nairobi,CLOSED,Pelican Sunstream 100 Kayak,199.99,Standard Class,-1,0.25,199.99,0.3984199209960498,0
DEBIT,2,4,97.0,197.95,Advance shipping,0,Shop By Sport,Mililani,EE. UU.,Consumer,HI,Golf,Pacific Asia,Izmir,Turquía,2.0,0.01,39.99,0.49,5,199.95,197.95,97.0,West Asia,Izmir,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,-2,1.25,999.75,0.48512128032008,0
TRANSFER,2,1,14.17,283.47,Late delivery,1,Cardio Equipment,Saint Charles,EE. UU.,Corporate,MO,Footwear,LATAM,Panama City,Panamá,16.5,0.06,99.99,0.05,3,299.97,283.47,14.17,Central America,Panamá,PROCESSING,Nike Men's Free 5.0+ Running Shoe,99.99,First Class,1,3.0,899.9100000000001,0.0472380571390472,1
DEBIT,4,4,-73.91,211.16,Shipping on time,0,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,Africa,Alexandria,Egipto,28.8,0.12,59.99,-0.35,4,239.96,211.16,-73.91,North Africa,Alejandría,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0,1.0,959.84,-0.3080096682780463,0
DEBIT,6,4,26.22,189.99,Late delivery,1,Water Sports,Caguas,Puerto Rico,Home Office,PR,Fan Shop,USCA,Mississauga,Canada,10.0,0.05,199.99,0.14,1,199.99,189.99,26.22,Canada,Ontario,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class,2,0.25,199.99,0.1311065553277663,0
CASH,5,4,59.39,237.56,Late delivery,1,Cleats,Honolulu,EE. UU.,Consumer,HI,Apparel,LATAM,Natal,Brasil,2.4,0.01,59.99,0.25,4,239.96,237.56,59.39,South America,Río Grande del Norte,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,1,1.0,959.84,0.2474995832638773,0
DEBIT,2,4,17.2,272.98,Advance shipping,0,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Melbourne,Australia,27.0,0.09,299.98,0.06,1,299.98,272.98,17.2,Oceania,Victoria,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,-2,0.25,299.98,0.0573371558103873,0
DEBIT,3,4,14.92,132.0,Advance shipping,0,Women's Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,Pacific Asia,Manila,Filipinas,18.0,0.12,50.0,0.11,3,150.0,132.0,14.92,Southeast Asia,Capital Nacional,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-1,0.75,450.0,0.0994666666666666,0
TRANSFER,3,4,23.52,49.0,Advance shipping,0,Women's Apparel,Azusa,EE. UU.,Corporate,CA,Golf,USCA,El Paso,Estados Unidos,1.0,0.02,50.0,0.48,1,50.0,49.0,23.52,US Center ,Texas,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-1,0.25,50.0,0.4704,0
DEBIT,5,4,93.0,185.99,Late delivery,1,Water Sports,Trujillo Alto,Puerto Rico,Corporate,PR,Fan Shop,Africa,Agadir,Marruecos,14.0,0.07,199.99,0.5,1,199.99,185.99,93.0,North Africa,Sus-Masa-Draa,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class,1,0.25,199.99,0.4650232511625581,0
CASH,4,2,66.5,189.99,Late delivery,1,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Ho Chi Minh City,Vietnam,10.0,0.05,199.99,0.35,1,199.99,189.99,66.5,Southeast Asia,Ciudad Ho Chi Minh,CLOSED,Pelican Sunstream 100 Kayak,199.99,Second Class,2,0.5,199.99,0.3325166258312915,0
DEBIT,3,4,16.38,42.0,Advance shipping,0,Women's Apparel,Oakland,EE. UU.,Consumer,CA,Golf,LATAM,Villa Nueva,Guatemala,8.0,0.16,50.0,0.39,1,50.0,42.0,16.38,Central America,Guatemala,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-1,0.25,50.0,0.3276,0
CASH,5,4,81.34,165.99,Late delivery,1,Water Sports,Chicago,EE. UU.,Home Office,IL,Fan Shop,LATAM,Tegucigalpa,Honduras,34.0,0.17,199.99,0.49,1,199.99,165.99,81.34,Central America,Francisco Morazán,CLOSED,Pelican Sunstream 100 Kayak,199.99,Standard Class,1,0.25,199.99,0.4067203360168008,0
TRANSFER,4,2,23.19,104.45,Late delivery,1,Kids' Golf Clubs,San Diego,EE. UU.,Consumer,CA,Outdoors,Europe,Ipswich,Reino Unido,5.5,0.05,109.95,0.22,1,109.95,104.45,23.19,Northern Europe,Inglaterra,PENDING,Polar Loop Activity Tracker,109.95,Second Class,2,0.5,109.95,0.2109140518417462,0
DEBIT,3,4,33.36,106.59,Advance shipping,0,Men's Footwear,Germantown,EE. UU.,Consumer,MD,Apparel,Pacific Asia,Medina,Arabia Saudí,23.4,0.18,129.99,0.31,1,129.99,106.59,33.36,West Asia,Medina,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-1,0.25,129.99,0.256635125778906,0
PAYMENT,6,4,-29.69,237.5,Late delivery,1,Women's Apparel,New Orleans,EE. UU.,Corporate,LA,Golf,LATAM,Mexicali,México,12.5,0.05,50.0,-0.13,5,250.0,237.5,-29.69,Central America,Baja California,PAYMENT_REVIEW,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2,1.25,1250.0,-0.11876,0
PAYMENT,2,1,145.74,401.49,Late delivery,1,Crafts,Newark,EE. UU.,Consumer,DE,Apparel,Europe,Lyon,Francia,59.99,0.13,461.48,0.36,1,461.48,401.49,145.74,Western Europe,Auvernia-Ródano-Alpes,PENDING_PAYMENT,Porcelain crafts,461.48,First Class,1,1.0,461.48,0.3158100026003294,1
DEBIT,2,2,54.3,193.92,Shipping on time,0,Indoor/Outdoor Games,Aurora,EE. UU.,Corporate,CO,Fan Shop,USCA,Louisville,Estados Unidos,6.0,0.03,49.98,0.28,4,199.92,193.92,54.3,South of  USA ,Kentucky,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Second Class,0,2.0,799.68,0.2716086434573829,0
TRANSFER,2,4,83.22,224.91,Advance shipping,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Africa,Luanda,Angola,24.99,0.1,49.98,0.37,5,249.9,224.91,83.22,Central Africa,Luanda,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-2,1.25,1249.5,0.3330132052821128,0
PAYMENT,1,0,3.65,41.5,Late delivery,1,Women's Apparel,Santa Cruz,EE. UU.,Consumer,CA,Golf,LATAM,Querétaro,México,8.5,0.17,50.0,0.09,1,50.0,41.5,3.65,Central America,Querétaro,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Same Day,1,inf,50.0,0.073,1
PAYMENT,3,2,-25.49,84.97,Late delivery,1,Accessories,Caguas,Puerto Rico,Home Office,PR,Outdoors,Europe,Lviv,Ucrania,14.99,0.15,24.99,-0.3,4,99.96,84.97,-25.49,Eastern Europe,Lviv,PENDING_PAYMENT,Team Golf Pittsburgh Steelers Putter Grip,24.99,Second Class,1,2.0,399.84,-0.2550020008003201,0
PAYMENT,3,4,-248.99,165.99,Advance shipping,0,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Santa Catarina,México,34.0,0.17,199.99,-1.5,1,199.99,165.99,-248.99,Central America,Nuevo León,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class,-1,0.25,199.99,-1.2450122506125303,0
TRANSFER,6,2,77.0,220.0,Late delivery,1,Women's Apparel,Bellingham,EE. UU.,Home Office,WA,Golf,LATAM,Calabozo,Venezuela,30.0,0.12,50.0,0.35,5,250.0,220.0,77.0,South America,Guárico,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,4,2.5,1250.0,0.308,0
DEBIT,6,2,-11.09,175.99,Late delivery,1,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,London,Reino Unido,24.0,0.12,199.99,-0.06,1,199.99,175.99,-11.09,Northern Europe,Inglaterra,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class,4,0.5,199.99,-0.0554527726386319,0
TRANSFER,4,4,26.4,351.98,Shipping canceled,0,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Izmir,Turquía,48.0,0.12,399.98,0.08,1,399.98,351.98,26.4,West Asia,Izmir,SUSPECTED_FRAUD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0,0.25,399.98,0.0660033001650082,0
DEBIT,0,0,31.42,92.96,Shipping on time,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Pacific Asia,Ipoh,Malasia,7.0,0.07,49.98,0.34,2,99.96,92.96,31.42,Southeast Asia,Perak,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Same Day,0,inf,199.92,0.3143257302921168,1
DEBIT,5,2,39.67,141.69,Late delivery,1,Indoor/Outdoor Games,Bowling Green,EE. UU.,Consumer,KY,Fan Shop,LATAM,Buenos Aires,Argentina,8.25,0.06,49.98,0.28,3,149.94,141.69,39.67,South America,Buenos Aires,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Second Class,3,1.5,449.82,0.2645724956649326,0
DEBIT,3,4,42.76,92.96,Advance shipping,0,Indoor/Outdoor Games,Indianapolis,EE. UU.,Consumer,IN,Fan Shop,Europe,Marseille,Francia,7.0,0.07,49.98,0.46,2,99.96,92.96,42.76,Western Europe,Provenza-Alpes-Costa Azul,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-1,0.5,199.92,0.4277711084433773,0
CASH,4,4,24.01,212.5,Shipping on time,0,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Soyapango,El Salvador,37.5,0.15,50.0,0.11,5,250.0,212.5,24.01,Central America,San Salvador,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0,1.25,1250.0,0.09604,0
TRANSFER,4,4,29.7,395.98,Shipping on time,0,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Tegucigalpa,Honduras,4.0,0.01,399.98,0.08,1,399.98,395.98,29.7,Central America,Francisco Morazán,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0,0.25,399.98,0.0742537126856342,0
DEBIT,2,4,-34.63,47.25,Advance shipping,0,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,Pacific Asia,Mashhad,Irán,2.75,0.06,50.0,-0.73,1,50.0,47.25,-34.63,South Asia,Jorasán Razaví,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-2,0.25,50.0,-0.6926000000000001,0
PAYMENT,3,4,3.29,10.95,Advance shipping,0,CDs ,Caguas,Puerto Rico,Corporate,PR,Discs Shop,Europe,Oberhausen,Alemania,0.34,0.03,11.29,0.3,1,11.29,10.95,3.29,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,CDs of rock,11.29,Standard Class,-1,0.25,11.29,0.2914083259521701,0
